id,name,rank,averageRating,bggRating,numRatings,numOwned,weight,minPlayers,maxPlayers,minTime,maxTime,link
1035,Squad Leader,826,7.54629,6.69993,3396,6577,4.0336,2,2,60,60,https://boardgamegeek.com/boardgame/1035
252153,Tang Garden,827,7.39053,6.69941,3859,8414,2.6071,1,4,40,60,https://boardgamegeek.com/boardgame/252153
110277,Among the Stars,828,7.03892,6.69892,7149,9621,2.2362,2,4,30,30,https://boardgamegeek.com/boardgame/110277
217780,Gentes,829,7.41116,6.69796,3381,5080,3.1704,1,4,90,90,https://boardgamegeek.com/boardgame/217780
218479,Cerebria: The Inside World,830,7.77454,6.69685,2498,5005,4.336,1,4,60,120,https://boardgamegeek.com/boardgame/218479
271601,Feed the Kraken,831,7.91373,6.69596,2269,3843,2.1667,5,11,45,90,https://boardgamegeek.com/boardgame/271601
15512,Incan Gold,832,6.82961,6.69495,20532,26233,1.1112,3,8,30,30,https://boardgamegeek.com/boardgame/15512
12002,Jambo,833,6.99512,6.69472,8261,10330,2.0713,2,2,45,45,https://boardgamegeek.com/boardgame/12002
299047,Disney Villainous: Perfectly Wretched,834,7.66445,6.69465,2891,12502,2.3214,2,3,40,60,https://boardgamegeek.com/boardgame/299047
191051,Outlive,835,7.3044,6.69413,4464,7640,3.0065,2,4,40,110,https://boardgamegeek.com/boardgame/191051
161417,Red7,836,6.87413,6.69401,15462,22829,1.6911,2,4,5,30,https://boardgamegeek.com/boardgame/161417
254386,Raccoon Tycoon,837,7.30315,6.69293,4176,8268,2.1467,2,5,60,90,https://boardgamegeek.com/boardgame/254386
359438,Skymines,838,8.11537,6.69215,1742,4257,3.8646,1,4,75,150,https://boardgamegeek.com/boardgame/359438
334065,Verdant,839,7.4201,6.69196,3540,9066,2.0556,1,5,45,60,https://boardgamegeek.com/boardgame/334065
16747,Tumblin' Dice,840,7.22672,6.69182,4477,4473,1.0429,1,6,20,45,https://boardgamegeek.com/boardgame/16747
197443,Fugitive,841,7.16484,6.69138,5137,9641,1.6629,2,2,5,20,https://boardgamegeek.com/boardgame/197443
30645,Tammany Hall,842,7.28392,6.69122,4139,5808,2.783,3,5,90,90,https://boardgamegeek.com/boardgame/30645
227460,Hannibal & Hamilcar,843,8.31193,6.69101,1635,4495,3.9121,2,2,40,200,https://boardgamegeek.com/boardgame/227460
156566,Lords of Xidit,844,7.09211,6.69053,6099,9265,2.6515,3,5,90,90,https://boardgamegeek.com/boardgame/156566
176165,Dale of Merchants,845,7.18104,6.68982,5357,8902,2.0828,2,4,30,30,https://boardgamegeek.com/boardgame/176165
194879,Not Alone,846,6.97268,6.68982,10418,15661,1.9952,2,7,30,45,https://boardgamegeek.com/boardgame/194879
244331,Blue Lagoon,847,7.20247,6.68951,4699,6874,2.0219,2,4,30,45,https://boardgamegeek.com/boardgame/244331
1465,Wizard,848,6.95712,6.68943,10882,18931,1.7211,3,6,45,45,https://boardgamegeek.com/boardgame/1465
347703,First Rat,849,7.64797,6.68862,2517,4271,2.2706,1,5,30,75,https://boardgamegeek.com/boardgame/347703
30957,Tribune: Primus Inter Pares,850,7.21536,6.6882,4626,4914,2.8735,2,5,60,120,https://boardgamegeek.com/boardgame/30957
