id,name,rank,averageRating,bggRating,numRatings,numOwned,weight,minPlayers,maxPlayers,minTime,maxTime,link
266507,Clank!: Legacy – Acquisitions Incorporated,24,8.56411,7.94014,8267,15054,2.7339,2,4,90,120,https://boardgamegeek.com/boardgame/266507
266192,Wingspan,25,8.07084,7.92368,81427,125358,2.4549,1,5,40,70,https://boardgamegeek.com/boardgame/266192
120677,Terra Mystica,26,8.07991,7.91712,46155,50176,3.9728,2,5,60,150,https://boardgamegeek.com/boardgame/120677
205637,Arkham Horror: The Card Game,27,8.13949,7.90966,40288,70970,3.5281,1,2,60,120,https://boardgamegeek.com/boardgame/205637
312484,Lost Ruins of Arnak,28,8.07887,7.88893,36526,54584,2.9015,1,4,30,120,https://boardgamegeek.com/boardgame/312484
237182,Root,29,8.07979,7.88804,44776,68556,3.7742,2,4,60,90,https://boardgamegeek.com/boardgame/237182
164928,Orléans,30,8.06106,7.87477,29327,36232,3.0262,2,4,90,90,https://boardgamegeek.com/boardgame/164928
199792,Everdell,31,8.05141,7.86864,46703,69974,2.8084,1,4,40,80,https://boardgamegeek.com/boardgame/199792
341169,Great Western Trail (Second Edition),32,8.41154,7.86001,8986,14442,3.7376,1,4,75,150,https://boardgamegeek.com/boardgame/341169
96848,Mage Knight Board Game,33,8.0871,7.85958,32200,44256,4.3524,1,4,60,240,https://boardgamegeek.com/boardgame/96848
183394,Viticulture Essential Edition,34,8.00728,7.85711,44794,62365,2.8904,1,6,45,90,https://boardgamegeek.com/boardgame/183394
251247,Barrage,35,8.17964,7.84413,15228,18972,4.0938,1,4,60,120,https://boardgamegeek.com/boardgame/251247
324856,The Crew: Mission Deep Sea,36,8.21387,7.83604,13004,27005,2.0578,2,5,20,20,https://boardgamegeek.com/boardgame/324856
192135,Too Many Bones,37,8.35345,7.82081,11063,16319,3.8512,1,4,60,120,https://boardgamegeek.com/boardgame/192135
175914,Food Chain Magnate,38,8.08155,7.81797,18817,23210,4.2072,2,5,120,240,https://boardgamegeek.com/boardgame/175914
256960,Pax Pamir: Second Edition,39,8.24645,7.80657,11693,18092,3.8399,1,5,45,120,https://boardgamegeek.com/boardgame/256960
285774,Marvel Champions: The Card Game,40,8.13986,7.80368,21069,35730,2.9181,1,4,45,90,https://boardgamegeek.com/boardgame/285774
3076,Puerto Rico,41,7.92894,7.79254,69339,79818,3.2722,3,5,90,150,https://boardgamegeek.com/boardgame/3076
247763,Underwater Cities,42,8.07598,7.7877,17507,23081,3.6041,1,4,80,150,https://boardgamegeek.com/boardgame/247763
102794,Caverna: The Cave Farmers,43,7.96196,7.78243,33310,42507,3.7804,1,7,30,210,https://boardgamegeek.com/boardgame/102794
170216,Blood Rage,44,7.94568,7.77452,44302,52655,2.8746,2,4,60,90,https://boardgamegeek.com/boardgame/170216
185343,Anachrony,45,8.09066,7.76595,16989,21627,4.0206,1,4,30,120,https://boardgamegeek.com/boardgame/185343
31260,Agricola,46,7.88817,7.76428,70714,83291,3.6371,1,5,30,150,https://boardgamegeek.com/boardgame/31260
295947,Cascadia,47,7.97116,7.75925,27775,45409,1.8342,1,4,30,45,https://boardgamegeek.com/boardgame/295947
184267,On Mars,48,8.21274,7.75525,11239,18348,4.6725,1,4,90,150,https://boardgamegeek.com/boardgame/184267
521,Crokinole,49,8.00827,7.73893,16490,15205,1.2366,2,4,30,30,https://boardgamegeek.com/boardgame/521
314040,Pandemic Legacy: Season 0,50,8.4445,7.73641,6519,14780,3.1385,2,4,45,60,https://boardgamegeek.com/boardgame/314040
221107,Pandemic Legacy: Season 2,51,8.04736,7.7356,15980,30637,3.2491,2,4,60,60,https://boardgamegeek.com/boardgame/221107
205059,Mansions of Madness: Second Edition,52,7.96757,7.73273,33994,53714,2.6744,1,5,120,180,https://boardgamegeek.com/boardgame/205059
255984,Sleeping Gods,53,8.30456,7.72793,8933,22219,3.227,1,4,60,120,https://boardgamegeek.com/boardgame/255984
284378,Kanban EV,54,8.45732,7.72709,6317,11418,4.3182,1,4,60,180,https://boardgamegeek.com/boardgame/284378
276025,Maracaibo,55,8.06285,7.72604,14571,20823,3.9088,1,4,30,120,https://boardgamegeek.com/boardgame/276025
126163,Tzolk'in: The Mayan Calendar,56,7.87024,7.71702,37485,43937,3.6718,2,4,90,90,https://boardgamegeek.com/boardgame/126163
161533,Lisboa,57,8.1927,7.71467,10100,15428,4.5947,1,4,60,120,https://boardgamegeek.com/boardgame/161533
2651,Power Grid,58,7.82125,7.7127,63290,76963,3.2576,2,6,120,120,https://boardgamegeek.com/boardgame/2651
284083,The Crew: The Quest for Planet Nine,59,7.84468,7.69479,37293,71721,1.965,2,5,20,20,https://boardgamegeek.com/boardgame/284083
244521,The Quacks of Quedlinburg,60,7.83854,7.69459,43402,66382,1.95,2,4,45,45,https://boardgamegeek.com/boardgame/244521
216132,Clans of Caledonia,61,7.95073,7.69429,19376,21191,3.4594,1,4,30,120,https://boardgamegeek.com/boardgame/216132
35677,Le Havre,62,7.85079,7.68671,30437,35000,3.7291,1,5,30,150,https://boardgamegeek.com/boardgame/35677
266810,Paladins of the West Kingdom,63,7.99693,7.68616,15978,26319,3.7081,1,4,90,120,https://boardgamegeek.com/boardgame/266810
164153,Star Wars: Imperial Assault,64,7.97095,7.68394,23854,40879,3.3027,1,5,60,120,https://boardgamegeek.com/boardgame/164153
125153,The Gallerist,65,8.03324,7.68165,13511,18425,4.2576,1,4,60,150,https://boardgamegeek.com/boardgame/125153
209010,Mechs vs. Minions,66,7.98288,7.67782,16868,23551,2.4318,2,4,60,120,https://boardgamegeek.com/boardgame/209010
366013,Heat: Pedal to the Metal,67,8.15768,7.66837,10023,14456,2.1688,1,6,30,60,https://boardgamegeek.com/boardgame/366013
55690,Kingdom Death: Monster,68,8.50577,7.66217,9230,12266,4.2637,1,4,60,180,https://boardgamegeek.com/boardgame/55690
182874,Grand Austria Hotel,69,7.92231,7.66145,18884,23539,3.2198,2,4,60,120,https://boardgamegeek.com/boardgame/182874
295770,Frosthaven,70,8.85353,7.66133,4818,12496,4.3072,1,4,30,120,https://boardgamegeek.com/boardgame/295770
124742,Android: Netrunner,71,7.87656,7.65788,29417,44880,3.3999,2,2,45,45,https://boardgamegeek.com/boardgame/124742
230802,Azul,72,7.76037,7.64971,81120,126996,1.7616,2,4,30,45,https://boardgamegeek.com/boardgame/230802
253344,Cthulhu: Death May Die,73,8.16906,7.64507,10091,17726,2.4475,1,5,90,120,https://boardgamegeek.com/boardgame/253344
28143,Race for the Galaxy,74,7.74753,7.6356,53503,66142,2.9902,2,4,30,60,https://boardgamegeek.com/boardgame/28143
191189,Aeon's End,75,7.931,7.63447,18597,26922,2.797,1,4,60,60,https://boardgamegeek.com/boardgame/191189
72125,Eclipse,76,7.84168,7.63436,27972,27658,3.7041,2,6,60,180,https://boardgamegeek.com/boardgame/72125
200680,Agricola (Revised Edition),77,7.9611,7.63044,15924,21895,3.4716,1,4,30,120,https://boardgamegeek.com/boardgame/200680
157354,Five Tribes,78,7.77753,7.63006,39649,51928,2.8511,2,4,40,80,https://boardgamegeek.com/boardgame/157354
201808,Clank!: A Deck-Building Adventure,79,7.79023,7.6299,39341,51707,2.2261,2,4,30,60,https://boardgamegeek.com/boardgame/201808
229853,Teotihuacan: City of Gods,80,7.88187,7.61421,18645,24976,3.779,1,4,90,120,https://boardgamegeek.com/boardgame/229853
25613,Through the Ages: A Story of Civilization,81,7.85806,7.61405,19053,17987,4.1752,2,4,120,120,https://boardgamegeek.com/boardgame/25613
159675,Fields of Arle,82,8.0364,7.61191,10353,15363,3.8654,1,2,60,120,https://boardgamegeek.com/boardgame/159675
110327,Lords of Waterdeep,83,7.7358,7.59907,53454,66528,2.4527,2,5,60,120,https://boardgamegeek.com/boardgame/110327
121921,Robinson Crusoe: Adventures on the Cursed Island,84,7.76699,7.59608,41556,65647,3.8102,1,4,60,120,https://boardgamegeek.com/boardgame/121921
171623,The Voyages of Marco Polo,85,7.79724,7.59426,24013,25994,3.187,2,4,40,100,https://boardgamegeek.com/boardgame/171623
317985,Beyond the Sun,86,7.95796,7.59381,11990,14436,3.1247,2,4,60,120,https://boardgamegeek.com/boardgame/317985
62219,Dominant Species,87,7.82149,7.58988,20433,22461,4.0397,2,6,120,240,https://boardgamegeek.com/boardgame/62219
68448,7 Wonders,88,7.6952,7.58926,99902,134888,2.3202,2,7,30,30,https://boardgamegeek.com/boardgame/68448
231733,Obsession,89,8.15839,7.58531,8169,11550,3.1074,1,4,30,90,https://boardgamegeek.com/boardgame/231733
264220,Tainted Grail: The Fall of Avalon,90,8.13032,7.56707,11242,22256,3.3409,1,4,60,120,https://boardgamegeek.com/boardgame/264220
180263,The 7th Continent,91,7.87312,7.5663,21438,36695,2.9032,1,4,5,1000,https://boardgamegeek.com/boardgame/180263
236457,Architects of the West Kingdom,92,7.75613,7.55845,26691,36625,2.75,1,5,60,80,https://boardgamegeek.com/boardgame/236457
279537,The Search for Planet X,93,7.99943,7.55667,9682,17712,2.3778,1,4,60,75,https://boardgamegeek.com/boardgame/279537
93,El Grande,94,7.73326,7.5554,26786,25150,3.0399,2,5,60,120,https://boardgamegeek.com/boardgame/93
37111,Battlestar Galactica: The Board Game,95,7.72902,7.54404,35766,38467,3.2495,3,6,120,180,https://boardgamegeek.com/boardgame/37111
122515,Keyflower,96,7.73668,7.54011,22229,25468,3.3428,2,6,90,120,https://boardgamegeek.com/boardgame/122515
225694,Decrypto,97,7.77761,7.53624,19769,31565,1.8118,3,8,15,45,https://boardgamegeek.com/boardgame/225694
18602,Caylus,98,7.72414,7.53351,28713,28419,3.7989,2,5,60,150,https://boardgamegeek.com/boardgame/18602
170042,Raiders of the North Sea,99,7.74762,7.53225,22461,28936,2.5487,2,4,60,80,https://boardgamegeek.com/boardgame/170042
155821,Inis,100,7.82553,7.53212,18352,24106,2.89,2,4,60,90,https://boardgamegeek.com/boardgame/155821
172386,Mombasa,101,7.85942,7.52941,12908,14556,3.8991,2,4,75,150,https://boardgamegeek.com/boardgame/172386
40834,Dominion: Intrigue,102,7.69281,7.52613,33072,47975,2.4164,2,6,30,30,https://boardgamegeek.com/boardgame/40834
42,Tigris & Euphrates,103,7.70307,7.52329,27988,30735,3.5018,2,4,90,90,https://boardgamegeek.com/boardgame/42
146021,Eldritch Horror,104,7.75847,7.52252,34994,52312,3.3188,1,8,120,240,https://boardgamegeek.com/boardgame/146021
73439,Troyes,105,7.72085,7.52201,22532,25746,3.4607,1,4,90,90,https://boardgamegeek.com/boardgame/73439
203993,Lorenzo il Magnifico,106,7.85566,7.52164,13018,15901,3.297,2,4,60,120,https://boardgamegeek.com/boardgame/203993
163068,Trickerion: Legends of Illusion,107,7.96404,7.52071,9817,14514,4.2471,2,4,60,180,https://boardgamegeek.com/boardgame/163068
269385,The Lord of the Rings: Journeys in Middle-Earth,108,7.93538,7.51962,15036,26415,2.6471,1,5,60,120,https://boardgamegeek.com/boardgame/269385
12493,Twilight Imperium: Third Edition,109,7.79952,7.512,19144,20695,4.256,3,6,180,240,https://boardgamegeek.com/boardgame/12493
144733,Russian Railroads,110,7.73968,7.5007,17411,15954,3.4048,2,4,120,120,https://boardgamegeek.com/boardgame/144733
163412,Patchwork,111,7.60602,7.50062,61437,95314,1.6071,2,2,15,30,https://boardgamegeek.com/boardgame/163412
102680,Trajan,112,7.75124,7.49472,17101,20017,3.649,2,4,60,120,https://boardgamegeek.com/boardgame/102680
205896,Rising Sun,113,7.78568,7.48938,20154,25682,3.2966,3,5,90,120,https://boardgamegeek.com/boardgame/205896
256916,Concordia Venus,114,8.28531,7.48672,4886,8797,3.0204,2,6,60,120,https://boardgamegeek.com/boardgame/256916
218417,Aeon's End: War Eternal,115,8.2955,7.48461,5269,11810,2.9098,1,4,60,60,https://boardgamegeek.com/boardgame/218417
36218,Dominion,116,7.59865,7.48293,87895,116230,2.3501,2,4,30,30,https://boardgamegeek.com/boardgame/36218
281259,The Isle of Cats,117,7.74629,7.47729,19038,32987,2.3509,1,4,60,90,https://boardgamegeek.com/boardgame/281259
233371,Clank! In! Space!: A Deck-Building Adventure,118,7.8039,7.47467,13361,19635,2.5598,2,4,45,90,https://boardgamegeek.com/boardgame/233371
175640,Vinhos: Deluxe Edition,119,8.1137,7.47212,6294,11206,4.0176,1,4,60,135,https://boardgamegeek.com/boardgame/175640
4098,Age of Steam,120,7.83243,7.46587,10637,11925,3.8841,1,6,120,120,https://boardgamegeek.com/boardgame/4098
310873,Carnegie,121,8.05473,7.46559,6973,9830,3.8196,1,4,90,120,https://boardgamegeek.com/boardgame/310873
178900,Codenames,122,7.55622,7.46472,85987,141777,1.267,2,8,15,15,https://boardgamegeek.com/boardgame/178900
198928,Pandemic: Iberia,123,7.89329,7.46421,10140,18238,2.5698,2,5,45,45,https://boardgamegeek.com/boardgame/198928
172287,Champions of Midgard,124,7.73593,7.46133,16722,23538,2.6025,2,4,60,90,https://boardgamegeek.com/boardgame/172287
43015,Hansa Teutonica,125,7.7269,7.46113,14671,12876,3.0963,2,5,45,90,https://boardgamegeek.com/boardgame/43015
196340,Yokohama,126,7.81609,7.45958,11169,14005,3.3143,2,4,90,90,https://boardgamegeek.com/boardgame/196340
175155,Forbidden Stars,127,7.9742,7.4584,8870,13135,3.8402,2,4,120,180,https://boardgamegeek.com/boardgame/175155
132531,Roll for the Galaxy,128,7.60762,7.45837,30768,37465,2.7753,2,5,45,45,https://boardgamegeek.com/boardgame/132531
217372,The Quest for El Dorado,129,7.66106,7.457,21971,34717,1.9307,2,4,30,60,https://boardgamegeek.com/boardgame/217372
263918,Cartographers,130,7.63756,7.45183,25822,44827,1.8887,1,100,30,45,https://boardgamegeek.com/boardgame/263918
266524,PARKS,131,7.69324,7.4516,21714,38605,2.1415,1,5,30,60,https://boardgamegeek.com/boardgame/266524
30549,Pandemic,132,7.54791,7.4427,120101,191285,2.4023,2,4,45,45,https://boardgamegeek.com/boardgame/30549
271055,Dwellings of Eldervale,133,8.20559,7.44001,5547,7412,3.2669,1,5,60,150,https://boardgamegeek.com/boardgame/271055
262712,Res Arcana,134,7.67189,7.43616,19834,26733,2.6321,2,4,30,60,https://boardgamegeek.com/boardgame/262712
118048,Targi,135,7.62185,7.43084,21715,34637,2.3412,2,2,60,60,https://boardgamegeek.com/boardgame/118048
274364,Watergate,136,7.80463,7.42803,10565,18706,2.2566,2,2,30,60,https://boardgamegeek.com/boardgame/274364
127023,Kemet,137,7.66683,7.42749,18662,20340,3.0014,2,5,90,120,https://boardgamegeek.com/boardgame/127023
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,138,7.65307,7.4263,20503,39494,2.6819,1,8,60,120,https://boardgamegeek.com/boardgame/2511
161970,Alchemists,139,7.65065,7.42452,21876,29209,3.9258,2,4,120,120,https://boardgamegeek.com/boardgame/161970
147020,Star Realms,140,7.56529,7.42366,42956,63189,1.9305,2,2,20,20,https://boardgamegeek.com/boardgame/147020
233398,Endeavor: Age of Sail,141,7.9106,7.42186,8798,11649,2.8455,2,5,60,90,https://boardgamegeek.com/boardgame/233398
271324,It's a Wonderful World,142,7.70559,7.42061,16159,21797,2.3094,1,5,30,60,https://boardgamegeek.com/boardgame/271324
254640,Just One,143,7.5983,7.41984,23745,38966,1.044,3,7,20,60,https://boardgamegeek.com/boardgame/254640
308765,Praga Caput Regni,144,7.95191,7.41977,7607,12289,3.748,1,4,45,150,https://boardgamegeek.com/boardgame/308765
220877,Rajas of the Ganges,145,7.72883,7.41878,13092,17292,2.8978,2,4,45,75,https://boardgamegeek.com/boardgame/220877
34635,Stone Age,146,7.53257,7.41324,51081,55018,2.4626,2,4,60,90,https://boardgamegeek.com/boardgame/34635
146652,Legendary Encounters: An Alien Deck Building Game,147,7.75944,7.41157,12898,18009,2.7028,1,5,30,60,https://boardgamegeek.com/boardgame/146652
14996,Ticket to Ride: Europe,148,7.5304,7.40904,71780,108598,1.9218,2,5,30,60,https://boardgamegeek.com/boardgame/14996
328871,Terraforming Mars: Ares Expedition,149,7.71368,7.40894,14418,29409,2.9122,1,4,45,60,https://boardgamegeek.com/boardgame/328871
77423,The Lord of the Rings: The Card Game,150,7.66093,7.40191,23604,36485,3.2034,1,2,30,60,https://boardgamegeek.com/boardgame/77423
103885,Star Wars: X-Wing Miniatures Game,151,7.64233,7.40142,24646,40228,2.4943,2,2,30,45,https://boardgamegeek.com/boardgame/103885
296151,Viscounts of the West Kingdom,152,7.876,7.39902,8614,17218,3.4592,1,4,60,90,https://boardgamegeek.com/boardgame/296151
304783,Hadrian's Wall,153,8.05354,7.39833,6041,11671,3.1096,1,6,30,60,https://boardgamegeek.com/boardgame/304783
148949,Istanbul,154,7.54902,7.3976,30150,35173,2.5839,2,5,40,60,https://boardgamegeek.com/boardgame/148949
283948,Marco Polo II: In the Service of the Khan,155,7.99024,7.39649,6562,8519,3.3836,2,4,60,120,https://boardgamegeek.com/boardgame/283948
233867,Welcome To...,156,7.55292,7.39595,28329,44785,1.8295,1,100,25,25,https://boardgamegeek.com/boardgame/233867
82222,Xia: Legends of a Drift System,157,7.86981,7.39505,9491,14513,3.1868,3,5,60,180,https://boardgamegeek.com/boardgame/82222
265188,Glen More II: Chronicles,158,7.92689,7.39378,7342,12450,3.0229,2,4,90,120,https://boardgamegeek.com/boardgame/265188
244522,That's Pretty Clever!,159,7.58552,7.39316,22328,35419,1.8805,1,4,30,30,https://boardgamegeek.com/boardgame/244522
463,Magic: The Gathering,160,7.56373,7.39266,38019,41605,3.247,2,2,20,20,https://boardgamegeek.com/boardgame/463
268864,Undaunted: Normandy,161,7.81849,7.387,10034,19865,2.2558,2,2,45,60,https://boardgamegeek.com/boardgame/268864
189932,Tyrants of the Underdark,162,7.90971,7.38696,8085,9987,2.5389,2,4,60,60,https://boardgamegeek.com/boardgame/189932
12,Ra,163,7.55363,7.38137,22686,25444,2.3397,2,5,45,60,https://boardgamegeek.com/boardgame/12
43111,Chaos in the Old World,164,7.66592,7.3778,15366,15751,3.2,3,4,60,120,https://boardgamegeek.com/boardgame/43111
54043,Jaipur,165,7.49075,7.37702,48201,74397,1.4674,2,2,30,30,https://boardgamegeek.com/boardgame/54043
249259,War Chest,166,7.87248,7.376,8601,12988,2.3099,2,4,30,30,https://boardgamegeek.com/boardgame/249259
9609,War of the Ring,167,7.77196,7.37302,10532,13540,3.8442,2,4,120,120,https://boardgamegeek.com/boardgame/9609
329082,Radlands,168,7.94026,7.37172,7589,15587,2.2486,2,2,20,40,https://boardgamegeek.com/boardgame/329082
188920,This War of Mine: The Board Game,169,7.78648,7.36597,12178,22928,3.3039,1,6,45,120,https://boardgamegeek.com/boardgame/188920
104162,Descent: Journeys in the Dark (Second Edition),170,7.62905,7.36485,24856,39074,3.2115,1,5,120,120,https://boardgamegeek.com/boardgame/104162
287954,Azul: Summer Pavilion,171,7.66756,7.36354,14039,23522,2.053,2,4,30,45,https://boardgamegeek.com/boardgame/287954
291453,SCOUT,172,7.79364,7.35901,8624,15622,1.3544,2,5,15,15,https://boardgamegeek.com/boardgame/291453
10630,Memoir '44,173,7.54256,7.35862,29218,39215,2.2747,2,8,30,60,https://boardgamegeek.com/boardgame/10630
209418,Dominion (Second Edition),174,7.84602,7.35654,8693,13265,2.1685,2,4,30,30,https://boardgamegeek.com/boardgame/209418
282524,Horrified,175,7.6792,7.3518,14394,28552,2.0513,1,5,60,60,https://boardgamegeek.com/boardgame/282524
17133,Railways of the World,176,7.67508,7.3496,12031,12865,3.0182,2,6,120,120,https://boardgamegeek.com/boardgame/17133
39463,Cosmic Encounter,177,7.52849,7.34921,31702,39361,2.5853,3,5,60,120,https://boardgamegeek.com/boardgame/39463
294484,Unmatched: Cobble & Fog,178,8.03248,7.34464,5949,14174,1.9789,2,4,20,40,https://boardgamegeek.com/boardgame/294484
155426,Castles of Mad King Ludwig,179,7.52055,7.34392,24838,31250,2.6515,1,4,90,90,https://boardgamegeek.com/boardgame/155426
128882,The Resistance: Avalon,180,7.52684,7.34378,32008,45980,1.7371,5,10,30,30,https://boardgamegeek.com/boardgame/128882
199561,Sagrada,181,7.48476,7.34094,37729,60770,1.9223,1,4,30,45,https://boardgamegeek.com/boardgame/199561
70149,Ora et Labora,182,7.68852,7.33717,10723,13684,3.8909,1,4,60,180,https://boardgamegeek.com/boardgame/70149
103343,A Game of Thrones: The Board Game (Second Edition),183,7.54655,7.33158,33187,45950,3.722,3,6,120,240,https://boardgamegeek.com/boardgame/103343
25021,Sekigahara: The Unification of Japan,184,8.00405,7.3309,5514,9381,2.789,2,2,180,180,https://boardgamegeek.com/boardgame/25021
31627,Ticket to Ride: Nordic Countries,185,7.62848,7.33047,13551,21164,1.9796,2,3,30,60,https://boardgamegeek.com/boardgame/31627
150376,Dead of Winter: A Crossroads Game,186,7.48367,7.32723,44892,62229,3.0142,2,5,60,120,https://boardgamegeek.com/boardgame/150376
123260,Suburbia,187,7.48711,7.32379,24497,28484,2.7657,1,4,60,90,https://boardgamegeek.com/boardgame/123260
14105,Commands & Colors: Ancients,188,7.7724,7.32334,8642,11750,2.6924,2,2,60,60,https://boardgamegeek.com/boardgame/14105
283355,Dune,189,7.96293,7.32233,7378,16943,3.9877,2,6,120,180,https://boardgamegeek.com/boardgame/283355
227224,The Red Cathedral,190,7.74817,7.32224,9655,18293,2.821,1,4,80,80,https://boardgamegeek.com/boardgame/227224
235802,Too Many Bones: Undertow,191,8.69031,7.32014,2904,8059,4.0171,1,2,60,180,https://boardgamegeek.com/boardgame/235802
242302,Space Base,192,7.55565,7.31991,16902,23634,2.1161,2,5,60,60,https://boardgamegeek.com/boardgame/242302
171131,Captain Sonar,193,7.52509,7.31695,20141,28049,2.1816,2,8,45,60,https://boardgamegeek.com/boardgame/171131
104006,Village,194,7.49894,7.3161,22657,29148,3.0698,2,4,60,90,https://boardgamegeek.com/boardgame/104006
310100,Nemesis: Lockdown,195,8.42943,7.31474,3865,11634,3.8741,1,5,90,180,https://boardgamegeek.com/boardgame/310100
188,Go,196,7.64309,7.31021,16675,23398,3.9309,2,2,30,180,https://boardgamegeek.com/boardgame/188
271896,Star Wars: Outer Rim,197,7.72405,7.30918,10953,20525,2.5203,1,4,120,180,https://boardgamegeek.com/boardgame/271896
148228,Splendor,198,7.42384,7.30443,75381,109679,1.7829,2,4,30,30,https://boardgamegeek.com/boardgame/148228
221194,Dinosaur Island,199,7.59642,7.30443,15396,25302,3.0363,1,4,90,120,https://boardgamegeek.com/boardgame/221194
300531,Paleo,200,7.73232,7.30377,9928,18505,2.627,1,4,45,60,https://boardgamegeek.com/boardgame/300531
195421,Near and Far,201,7.70194,7.30208,9872,20613,2.8866,2,4,90,120,https://boardgamegeek.com/boardgame/195421
182631,Star Realms: Colony Wars,202,7.80884,7.30195,7762,17394,1.8963,2,2,20,20,https://boardgamegeek.com/boardgame/182631
245638,Coimbra,203,7.63433,7.30189,11308,15036,3.2456,2,4,60,90,https://boardgamegeek.com/boardgame/245638
215,Tichu,204,7.57673,7.3007,15048,23456,2.3368,4,4,60,60,https://boardgamegeek.com/boardgame/215
21050,Combat Commander: Europe,205,7.95008,7.30062,5843,8748,3.2521,2,2,60,180,https://boardgamegeek.com/boardgame/21050
126042,Nations,206,7.6109,7.29956,12076,12780,3.5455,1,5,40,200,https://boardgamegeek.com/boardgame/126042
314491,Meadow,207,7.78512,7.2992,8043,14981,2.2372,1,4,60,90,https://boardgamegeek.com/boardgame/314491
822,Carcassonne,208,7.40921,7.2978,120747,182589,1.8983,2,5,30,45,https://boardgamegeek.com/boardgame/822
283155,Calico,209,7.57347,7.29545,15977,28226,2.1816,1,4,30,45,https://boardgamegeek.com/boardgame/283155
118,Modern Art,210,7.48536,7.29531,21018,26763,2.2904,3,5,45,45,https://boardgamegeek.com/boardgame/118
293014,Nidavellir,211,7.62066,7.29437,11711,15477,2.0992,2,5,45,45,https://boardgamegeek.com/boardgame/293014
306735,Under Falling Skies,212,7.70491,7.29302,9581,21529,2.3957,1,1,20,40,https://boardgamegeek.com/boardgame/306735
91,Paths of Glory,213,8.05061,7.28939,5037,9638,3.8503,2,2,480,480,https://boardgamegeek.com/boardgame/91
364073,Splendor Duel,214,7.9954,7.28747,5358,12365,1.9667,2,2,30,30,https://boardgamegeek.com/boardgame/364073
285967,Ankh: Gods of Egypt,215,7.84583,7.28728,7674,13417,3.0848,2,5,90,90,https://boardgamegeek.com/boardgame/285967
7854,YINSH,216,7.7075,7.2852,8667,11304,2.6644,2,2,30,60,https://boardgamegeek.com/boardgame/7854
9209,Ticket to Ride,217,7.39633,7.28238,85225,121689,1.8342,2,5,30,60,https://boardgamegeek.com/boardgame/9209
295486,My City,218,7.69157,7.2804,8988,17714,2,2,4,30,30,https://boardgamegeek.com/boardgame/295486
